Wed Sep 04 07:16:13 2013    prof

         117823 function calls (114591 primitive calls) in 2.380 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.015    0.008 Image.py:1394(save)
        2    0.000    0.000    0.015    0.008 pilutil.py:192(toimage)
       11    0.007    0.001    0.015    0.001 artist.py:873(_get_setters_and_targets)
        2    0.011    0.005    0.014    0.007 pilutil.py:31(bytescale)
     3998    0.009    0.000    0.014    0.000 sre_parse.py:131(__getitem__)
        1    0.001    0.001    0.014    0.014 patches.py:3(<module>)
        1    0.000    0.000    0.013    0.013 text.py:3(<module>)
        1    0.002    0.002    0.012    0.012 __init__.py:45(<module>)
     7612    0.012    0.000    0.012    0.000 :0(startswith)
      5/4    0.001    0.000    0.011    0.003 :0(__import__)
        1    0.001    0.001    0.011    0.011 file.py:14(<module>)
      158    0.007    0.000    0.011    0.000 :0(sub)
       88    0.003    0.000    0.011    0.000 common.py:91(factorial)
      399    0.004    0.000    0.010    0.000 artist.py:845(get_valid_values)
        9    0.010    0.001    0.010    0.001 :0(astype)
        1    0.000    0.000    0.010    0.010 pyparsing_py2.py:3501(makeHTMLTags)
        1    0.000    0.000    0.010    0.010 pyparsing_py2.py:3472(_makeTags)
        2    0.003    0.001    0.010    0.005 __init__.py:38(<module>)
     3179    0.005    0.000    0.010    0.000 sre_parse.py:196(match)
       11    0.006    0.001    0.010    0.001 collections.py:282(namedtuple)
      271    0.007    0.000    0.010    0.000 function_base.py:3220(add_newdoc)
        3    0.000    0.000    0.010    0.003 version.py:3(<module>)
        1    0.001    0.001    0.010    0.010 version.py:20(update_svn_info)
        1    0.008    0.008    0.010    0.010 FixTk.py:1(<module>)
        1    0.001    0.001    0.010    0.010 image.py:5(<module>)
        2    0.002    0.001    0.009    0.005 util.py:1(<module>)
        1    0.001    0.001    0.009    0.009 __init__.py:65(<module>)
        1    0.000    0.000    0.009    0.009 column.py:1(<module>)
        1    0.000    0.000    0.009    0.009 linalg.py:139(_fastCopyAndTranspose)
        1    0.009    0.009    0.009    0.009 :0(_fastCopyAndTranspose)
        1    0.002    0.002    0.008    0.008 cm.py:6(<module>)
        6    0.000    0.000    0.008    0.001 string.py:148(substitute)
        1    0.002    0.002    0.008    0.008 backend_pdf.py:6(<module>)
        2    0.000    0.000    0.008    0.004 pyparsing_py2.py:3391(srange)
        1    0.001    0.001    0.008    0.008 artist.py:1(<module>)
     6382    0.008    0.000    0.008    0.000 :0(isinstance)
        2    0.000    0.000    0.008    0.004 pyparsing_py2.py:1058(parseString)
        1    0.001    0.001    0.008    0.008 _internal.py:4(<module>)
        1    0.002    0.002    0.008    0.008 dates.py:109(<module>)
    174/2    0.002    0.000    0.007    0.004 pyparsing_py2.py:926(_parseNoCache)
     30/2    0.000    0.000    0.007    0.004 pyparsing_py2.py:2406(parseImpl)
       20    0.007    0.000    0.007    0.000 :0(zeros)
        1    0.000    0.000    0.007    0.007 markers.py:5(<module>)
        1    0.000    0.000    0.007    0.007 fontconfig_pattern.py:74(__init__)
        1    0.000    0.000    0.007    0.007 py3compat.py:1(<module>)
     56/2    0.000    0.000    0.007    0.003 pyparsing_py2.py:2679(parseImpl)
        2    0.000    0.000    0.007    0.003 pyparsing_py2.py:2826(parseImpl)
        1    0.001    0.001    0.006    0.006 index_tricks.py:1(<module>)
     20/8    0.000    0.000    0.006    0.001 pyparsing_py2.py:2531(parseImpl)
        6    0.001    0.000    0.006    0.001 patches.py:1598(_pprint_styles)
        1    0.001    0.001    0.006    0.006 sysconfig.py:10(<module>)
        1    0.004    0.004    0.006    0.006 polynomial.py:54(<module>)
        1    0.001    0.001    0.006    0.006 urlparse.py:29(<module>)
       75    0.006    0.000    0.006    0.000 sre_compile.py:259(_mk_bitmap)
     1497    0.006    0.000    0.006    0.000 :0(ord)
       13    0.006    0.000    0.006    0.000 :0(close)
        1    0.001    0.001    0.006    0.006 decoder.py:2(<module>)
        1    0.002    0.002    0.006    0.006 compressed.py:1(<module>)
     3785    0.006    0.000    0.006    0.000 :0(getattr)
       85    0.000    0.000    0.006    0.000 docstring.py:103(dedent_interpd)
        1    0.000    0.000    0.006    0.006 __init__.py:746(rc_params)
        2    0.000    0.000    0.006    0.003 subprocess.py:650(__init__)
        1    0.004    0.004    0.006    0.006 hermite.py:59(<module>)
        1    0.000    0.000    0.006    0.006 textwrap.py:356(fill)
        1    0.001    0.001    0.006    0.006 colors.py:49(<module>)
        5    0.000    0.000    0.005    0.001 warnings.py:45(filterwarnings)
       94    0.001    0.000    0.005    0.000 cbook.py:892(dedent)
        1    0.001    0.001    0.005    0.005 easygui.py:73(<module>)
        1    0.001    0.001    0.005    0.005 compat.py:3(<module>)
        1    0.001    0.001    0.005    0.005 file.py:1(<module>)
        1    0.004    0.004    0.005    0.005 laguerre.py:59(<module>)
        1    0.004    0.004    0.005    0.005 chebyshev.py:87(<module>)
        1    0.004    0.004    0.005    0.005 hermite_e.py:59(<module>)
        1    0.004    0.004    0.005    0.005 legendre.py:83(<module>)
     2118    0.004    0.000    0.005    0.000 :0(min)
        1    0.001    0.001    0.005    0.005 ctypeslib.py:51(<module>)
        1    0.002    0.002    0.005    0.005 tempfile.py:18(<module>)
     1976    0.003    0.000    0.005    0.000 sre_parse.py:127(__len__)
      423    0.002    0.000    0.005    0.000 sre_compile.py:355(_simple)
     1409    0.003    0.000    0.005    0.000 artist.py:905(is_alias)
       86    0.000    0.000    0.005    0.000 docstring.py:86(dedent)
        2    0.002    0.001    0.005    0.002 BmpImagePlugin.py:198(_save)
       39    0.001    0.000    0.004    0.000 util.py:178(deprecate)
        2    0.000    0.000    0.004    0.002 subprocess.py:898(_execute_child)
        1    0.001    0.001    0.004    0.004 npyio.py:1(<module>)
        1    0.002    0.002    0.004    0.004 __init__.py:761(rc_params_from_file)
        1    0.002    0.002    0.004    0.004 __init__.py:525(<module>)
        2    0.002    0.001    0.004    0.002 Image.py:290(preinit)
        1    0.001    0.001    0.004    0.004 result.py:1(<module>)
        1    0.001    0.001    0.004    0.004 core.py:21(<module>)
        1    0.000    0.000    0.004    0.004 version.py:27(<module>)
        1    0.000    0.000    0.004    0.004 texmanager.py:34(<module>)
        1    0.001    0.001    0.004    0.004 afm.py:35(<module>)
       42    0.000    0.000    0.004    0.000 pyparsing_py2.py:704(copy)
        1    0.000    0.000    0.004    0.004 textwrap.py:115(__init__)
        1    0.004    0.004    0.004    0.004 im.py:40(mk_rad_mask)
        1    0.000    0.000    0.004    0.004 zipfile.py:3(<module>)
      140    0.001    0.000    0.004    0.000 cm.py:57(_generate_cmap)
        1    0.002    0.002    0.004    0.004 textpath.py:3(<module>)
        1    0.000    0.000    0.004    0.004 texmanager.py:76(TexManager)
        1    0.002    0.002    0.004    0.004 ImageTk.py:28(<module>)
        1    0.001    0.001    0.004    0.004 table.py:1(<module>)
       43    0.001    0.000    0.004    0.000 copy.py:66(copy)
        1    0.000    0.000    0.004    0.004 polynomial.py:3(<module>)
     1248    0.002    0.000    0.004    0.000 sre_parse.py:139(append)
        2    0.004    0.002    0.004    0.002 :0(CreateProcess)
        1    0.003    0.003    0.004    0.004 __init__.py:4(<module>)
        1    0.001    0.001    0.004    0.004 pickle.py:25(<module>)
        1    0.002    0.002    0.004    0.004 case.py:1(<module>)
        1    0.003    0.003    0.004    0.004 socket.py:45(<module>)
      748    0.002    0.000    0.004    0.000 copy_reg.py:46(_reconstructor)
      642    0.002    0.000    0.004    0.000 string.py:158(convert)
        1    0.002    0.002    0.003    0.003 numeric.py:1(<module>)
        1    0.000    0.000    0.003    0.003 type1font.py:23(<module>)
     13/7    0.000    0.000    0.003    0.000 __init__.py:291(wrapper)
        1    0.000    0.000    0.003    0.003 type1font.py:39(Type1Font)
        2    0.001    0.001    0.003    0.002 function_base.py:1(<module>)
      389    0.003    0.000    0.003    0.000 :0(search)
        6    0.000    0.000    0.003    0.001 pyparsing_py2.py:3064(__init__)
        1    0.002    0.002    0.003    0.003 __init__.py:88(<module>)
        1    0.002    0.002    0.003    0.003 cbook.py:4(<module>)
        1    0.000    0.000    0.003    0.003 scanner.py:2(<module>)
     12/6    0.000    0.000    0.003    0.001 pyparsing_py2.py:2685(leaveWhitespace)
        3    0.000    0.000    0.003    0.001 __init__.py:508(_get_configdir)
        1    0.000    0.000    0.003    0.003 axes.py:344(Axes)
        1    0.000    0.000    0.003    0.003 table.py:21(<module>)
        1    0.002    0.002    0.003    0.003 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.003    0.003 encoder.py:2(<module>)
        6    0.001    0.000    0.003    0.000 patches.py:1561(_pprint_table)
        1    0.001    0.001    0.003    0.003 subprocess.py:389(<module>)
       10    0.001    0.000    0.003    0.000 colors.py:723(from_list)
     2250    0.003    0.000    0.003    0.000 :0(chr)
        1    0.001    0.001    0.003    0.003 numerictypes.py:82(<module>)
        1    0.001    0.001    0.003    0.003 _datasource.py:33(<module>)
        1    0.000    0.000    0.003    0.003 version.py:63(StrictVersion)
        1    0.001    0.001    0.003    0.003 triangulation.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        1    0.002    0.002    0.003    0.003 legend.py:13(<module>)
       40    0.000    0.000    0.003    0.000 textwrap.py:374(dedent)
       40    0.000    0.000    0.002    0.000 core.py:107(get_object_signature)
     10/6    0.000    0.000    0.002    0.000 pyparsing_py2.py:2311(leaveWhitespace)
      117    0.000    0.000    0.002    0.000 re.py:134(match)
        1    0.000    0.000    0.002    0.002 artist.py:793(ArtistInspector)
     1607    0.002    0.000    0.002    0.000 :0(callable)
        3    0.000    0.000    0.002    0.001 __init__.py:202(_is_writable_dir)
      173    0.002    0.000    0.002    0.000 :0(array)
        1    0.002    0.002    0.002    0.002 __init__.py:44(<module>)
        1    0.001    0.001    0.002    0.002 parser.py:7(<module>)
      273    0.001    0.000    0.002    0.000 sre_parse.py:258(_escape)
        1    0.000    0.000    0.002    0.002 arraysetops.py:25(<module>)
       52    0.001    0.000    0.002    0.000 inspect.py:803(getargspec)
        1    0.000    0.000    0.002    0.002 card.py:41(CardList)
        1    0.002    0.002    0.002    0.002 transforms.py:30(<module>)
       42    0.001    0.000    0.002    0.000 copy.py:306(_reconstruct)
      485    0.002    0.000    0.002    0.000 urlparse.py:331(<genexpr>)
        1    0.001    0.001    0.002    0.002 Tkinter.py:31(<module>)
        1    0.000    0.000    0.002    0.002 column.py:154(_FormatP)
       26    0.002    0.000    0.002    0.000 :0(dir)
        1    0.000    0.000    0.002    0.002 table.py:379(TableHDU)
        1    0.000    0.000    0.002    0.002 patches.py:2860(ArrowStyle)
        1    0.002    0.002    0.002    0.002 mathtext.py:19(<module>)
       70    0.000    0.000    0.002    0.000 cm.py:45(_reverse_cmap_spec)
       23    0.000    0.000    0.002    0.000 core.py:5928(__init__)
       68    0.001    0.000    0.002    0.000 :0(all)
      485    0.001    0.000    0.002    0.000 urllib.py:1200(<genexpr>)
        1    0.001    0.001    0.002    0.002 common.py:4(<module>)
       23    0.000    0.000    0.002    0.000 core.py:5932(getdoc)
        1    0.000    0.000    0.002    0.002 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.002    0.002 pyparsing_py2.py:3276(oneOf)
        1    0.002    0.002    0.002    0.002 base64.py:3(<module>)
        1    0.000    0.000    0.002    0.002 threading.py:1(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:1(<module>)
       65    0.001    0.000    0.002    0.000 cm.py:29(revcmap)
     1164    0.002    0.000    0.002    0.000 :0(get)
     1006    0.002    0.000    0.002    0.000 :0(__new__)
        1    0.000    0.000    0.002    0.002 zipfile.py:420(_ZipDecrypter)
        1    0.001    0.001    0.002    0.002 zipfile.py:433(_GenerateCRCTable)
      940    0.002    0.000    0.002    0.000 :0(strip)
       11    0.001    0.000    0.002    0.000 abc.py:86(__new__)
        9    0.002    0.000    0.002    0.000 :0(open)
        1    0.002    0.002    0.002    0.002 shutil.py:5(<module>)
        4    0.000    0.000    0.002    0.000 numerictypes.py:864(<lambda>)
        3    0.000    0.000    0.002    0.001 tempfile.py:430(NamedTemporaryFile)
        1    0.001    0.001    0.002    0.002 random.py:40(<module>)
      3/1    0.000    0.000    0.002    0.002 numeric.py:1437(array_str)
      3/1    0.000    0.000    0.002    0.002 arrayprint.py:335(array2string)
        1    0.000    0.000    0.002    0.002 arrayprint.py:225(_array2string)
        1    0.000    0.000    0.002    0.002 difflib.py:29(<module>)
        1    0.001    0.001    0.002    0.002 diff.py:6(<module>)
        1    0.001    0.001    0.002    0.002 rrule.py:6(<module>)
        1    0.000    0.000    0.002    0.002 numbers.py:6(<module>)
        1    0.001    0.001    0.002    0.002 axis.py:3(<module>)
     1226    0.002    0.000    0.002    0.000 :0(group)
        3    0.000    0.000    0.002    0.001 tempfile.py:230(_mkstemp_inner)
       88    0.002    0.000    0.002    0.000 :0(where)
  287/286    0.001    0.000    0.002    0.000 <string>:1(<module>)
        1    0.000    0.000    0.002    0.002 mlab.py:142(<module>)
        1    0.000    0.000    0.002    0.002 textwrap.py:331(fill)
        1    0.000    0.000    0.002    0.002 textwrap.py:316(wrap)
        1    0.000    0.000    0.002    0.002 __init__.py:616(matplotlib_fname)
        1    0.001    0.001    0.001    0.001 loader.py:1(<module>)
        1    0.001    0.001    0.001    0.001 collections.py:1(<module>)
      494    0.001    0.000    0.001    0.000 :0(split)
        1    0.001    0.001    0.001    0.001 basic.py:5(<module>)
        1    0.000    0.000    0.001    0.001 version.py:228(LooseVersion)
      968    0.001    0.000    0.001    0.000 sre_parse.py:91(__init__)
       13    0.000    0.000    0.001    0.000 path.py:87(__init__)
        1    0.001    0.001    0.001    0.001 decorators.py:15(<module>)
        1    0.001    0.001    0.001    0.001 :0(tofile)
        3    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.001    0.001 dates.py:319(DateFormatter)
     1341    0.001    0.000    0.001    0.000 _mathtext_data.py:1767(<genexpr>)
        1    0.001    0.001    0.001    0.001 textwrap.py:243(_wrap_chunks)
        1    0.000    0.000    0.001    0.001 backend_mixed.py:1(<module>)
       12    0.000    0.000    0.001    0.000 pyparsing_py2.py:3081(postParse)
      220    0.000    0.000    0.001    0.000 :0(max)
      507    0.001    0.000    0.001    0.000 :0(hasattr)
        1    0.001    0.001    0.001    0.001 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:21(MarkerStyle)
       31    0.001    0.000    0.001    0.000 _inspect.py:157(formatargspec)
       50    0.001    0.000    0.001    0.000 colors.py:329(to_rgba)
        4    0.000    0.000    0.001    0.000 :0(mean)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
     1556    0.001    0.000    0.001    0.000 sre_compile.py:25(_identityfunction)
        4    0.000    0.000    0.001    0.000 _methods.py:42(_mean)
        1    0.000    0.000    0.001    0.001 patches.py:1692(BoxStyle)
      328    0.001    0.000    0.001    0.000 :0(join)
        1    0.001    0.001    0.001    0.001 defmatrix.py:1(<module>)
      423    0.001    0.000    0.001    0.000 collections.py:323(<genexpr>)
      528    0.001    0.000    0.001    0.000 :0(range)
       13    0.000    0.000    0.001    0.000 abc.py:105(register)
      521    0.001    0.000    0.001    0.000 :0(write)
      115    0.000    0.000    0.001    0.000 numeric.py:252(asarray)
       52    0.001    0.000    0.001    0.000 inspect.py:743(getargs)
        1    0.001    0.001    0.001    0.001 six.py:1(<module>)
       20    0.000    0.000    0.001    0.000 re.py:144(sub)
    93/73    0.000    0.000    0.001    0.000 :0(issubclass)
      399    0.001    0.000    0.001    0.000 :0(mro)
        4    0.000    0.000    0.001    0.000 :0(decode)
       40    0.000    0.000    0.001    0.000 _inspect.py:118(getargspec)
       43    0.001    0.000    0.001    0.000 functools.py:17(update_wrapper)
        1    0.001    0.001    0.001    0.001 dis.py:1(<module>)
       99    0.000    0.000    0.001    0.000 sre_parse.py:179(__init__)
        1    0.001    0.001    0.001    0.001 tz.py:6(<module>)
       36    0.000    0.000    0.001    0.000 pyparsing_py2.py:1195(__add__)
      193    0.001    0.000    0.001    0.000 sre_parse.py:73(opengroup)
        1    0.001    0.001    0.001    0.001 GifImagePlugin.py:28(<module>)
       18    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
        1    0.000    0.000    0.001    0.001 header.py:31(Header)
        3    0.001    0.000    0.001    0.000 :0(listdir)
        3    0.001    0.000    0.001    0.000 numeric.py:207(extend_all)
        1    0.001    0.001    0.001    0.001 text.py:139(Text)
       20    0.001    0.000    0.001    0.000 :0(stat)
      129    0.001    0.000    0.001    0.000 sre_parse.py:226(_class_escape)
        1    0.001    0.001    0.001    0.001 __init__.py:12(<module>)
        2    0.000    0.000    0.001    0.000 _methods.py:12(_amin)
    17/13    0.000    0.000    0.001    0.000 abc.py:148(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
      142    0.001    0.000    0.001    0.000 pyparsing_py2.py:278(__new__)
        1    0.001    0.001    0.001    0.001 arrayprint.py:4(<module>)
       66    0.001    0.000    0.001    0.000 sre_parse.py:217(isname)
        1    0.001    0.001    0.001    0.001 hashlib.py:55(<module>)
        2    0.000    0.000    0.001    0.000 _methods.py:8(_amax)
        2    0.000    0.000    0.001    0.000 subprocess.py:817(_get_handles)
      176    0.001    0.000    0.001    0.000 basic.py:42(errprint)
        1    0.000    0.000    0.001    0.001 patches.py:2378(ConnectionStyle)
        1    0.001    0.001    0.001    0.001 getpass.py:12(<module>)
        2    0.001    0.000    0.001    0.000 __init__.py:10(<module>)
       36    0.000    0.000    0.001    0.000 pyparsing_py2.py:2664(__init__)
       42    0.001    0.000    0.001    0.000 :0(__reduce_ex__)
       26    0.000    0.000    0.001    0.000 nosetester.py:137(__init__)
        1    0.001    0.001    0.001    0.001 backend_agg.py:22(<module>)
        1    0.000    0.000    0.001    0.001 FixTk.py:21(convert_path)
    75/72    0.000    0.000    0.001    0.000 pyparsing_py2.py:110(_ustr)
      399    0.001    0.000    0.001    0.000 artist.py:915(aliased_name)
      140    0.000    0.000    0.001    0.000 colors.py:649(__init__)
      7/1    0.000    0.000    0.001    0.001 arrayprint.py:456(_formatArray)
       89    0.001    0.000    0.001    0.000 docstring.py:38(__call__)
        2    0.001    0.000    0.001    0.000 :0(fromfile)
        1    0.000    0.000    0.001    0.001 PngImagePlugin.py:34(<module>)
      132    0.001    0.000    0.001    0.000 pyparsing_py2.py:681(__init__)
      427    0.001    0.000    0.001    0.000 :0(replace)
        1    0.001    0.001    0.001    0.001 _pylab_helpers.py:3(<module>)
        2    0.000    0.000    0.001    0.000 ImageFile.py:466(_save)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
      198    0.001    0.000    0.001    0.000 sre_compile.py:475(isstring)
      322    0.001    0.000    0.001    0.000 :0(format)
  142/140    0.001    0.000    0.001    0.000 pyparsing_py2.py:287(__init__)
        9    0.000    0.000    0.001    0.000 extras.py:239(__init__)
        1    0.001    0.001    0.001    0.001 utils.py:3(<module>)
        9    0.000    0.000    0.001    0.000 extras.py:243(getdoc)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        1    0.001    0.001    0.001    0.001 arrayterator.py:9(<module>)
       36    0.000    0.000    0.001    0.000 pyparsing_py2.py:2395(__init__)
        6    0.000    0.000    0.001    0.000 pyparsing_py2.py:722(setResultsName)
      193    0.000    0.000    0.001    0.000 sre_parse.py:84(closegroup)
       15    0.001    0.000    0.001    0.000 :0(_isdir)
        1    0.001    0.001    0.001    0.001 triangulate.py:1(<module>)
       38    0.000    0.000    0.001    0.000 ntpath.py:203(dirname)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
      225    0.001    0.000    0.001    0.000 :0(match)
        1    0.001    0.001    0.001    0.001 tkFileDialog.py:43(<module>)
       19    0.000    0.000    0.001    0.000 pyparsing_py2.py:3044(__init__)
      183    0.001    0.000    0.001    0.000 :0(zip)
        1    0.001    0.001    0.001    0.001 misc.py:4(<module>)
        1    0.000    0.000    0.001    0.001 backend_pdf.py:234(Name)
        8    0.000    0.000    0.001    0.000 __init__.py:467(_get_home)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.001    0.001 BmpImagePlugin.py:27(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing_py2.py:1804(Regex)
       31    0.000    0.000    0.001    0.000 _inspect.py:59(getargs)
        1    0.000    0.000    0.001    0.001 table.py:475(BinTableHDU)
        6    0.000    0.000    0.001    0.000 <string>:2(<module>)
        6    0.000    0.000    0.001    0.000 subprocess.py:874(_make_inheritable)
       38    0.000    0.000    0.000    0.000 ntpath.py:164(split)
       54    0.000    0.000    0.000    0.000 cbook.py:484(is_string_like)
     22/3    0.000    0.000    0.000    0.000 pyparsing_py2.py:2342(streamline)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 precision.py:6(<module>)
        9    0.000    0.000    0.000    0.000 :0(Close)
      423    0.000    0.000    0.000    0.000 sre_parse.py:135(__setitem__)
       23    0.000    0.000    0.000    0.000 pyparsing_py2.py:1548(__init__)
       38    0.000    0.000    0.000    0.000 ntpath.py:63(join)
       32    0.000    0.000    0.000    0.000 pyparsing_py2.py:1736(parseImpl)
        3    0.000    0.000    0.000    0.000 arrayprint.py:524(__init__)
        3    0.000    0.000    0.000    0.000 :0(encode)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pilutil.py:7(<module>)
       53    0.000    0.000    0.000    0.000 pyparsing_py2.py:1509(__init__)
     23/4    0.000    0.000    0.000    0.000 pyparsing_py2.py:2704(streamline)
        2    0.000    0.000    0.000    0.000 :0(encode_to_file)
       43    0.000    0.000    0.000    0.000 pyparsing_py2.py:2290(__init__)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        3    0.000    0.000    0.000    0.000 arrayprint.py:538(fillFormat)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:38(__init__)
      192    0.000    0.000    0.000    0.000 :0(update)
        6    0.000    0.000    0.000    0.000 :0(DuplicateHandle)
       42    0.000    0.000    0.000    0.000 arrayprint.py:448(_extendLine)
      267    0.000    0.000    0.000    0.000 :0(add_docstring)
        2    0.000    0.000    0.000    0.000 Image.py:1786(fromstring)
